berita,tagging,judul_berita
"Ribuan seniman Reog Ponorogo menggelar demonstrasi, Selasa (10/11/2015), sebagai bentuk protes atas pembakaran properti reog di Konsulat Jenderal Republik Indonesia (KJRI) Davao di Filipina.

Berdasarkan informasi yang dihimpun Solopos.com, demo seniman atas insiden pembakaran reog itu bukan hanya dilakukan seniman asal Ponorogo. Tampak turun ke jalan juga seniman dari berbagai kota atau kabupaten di Indonesai.

Ribuan seniman tersebut melakukan aksi unjuk rasa dengan berorasi, membentangkan spanduk bertuliskan sejumlah tuntutan, serta tidak ketinggalan mementaskan reog di sekitar Alun-Alun Ponorogo.

Setelah melakukan serangkaian kegiatan dalam aksi protes pembakaran properti di KJRI Davao, perwakilan demonstran lantas diperkenankan mengikuti audensi di Lantai II Gedung DPRD Kabupaten Ponorogo, Jl. Alun-Alun Timur. Perwakilan peserta demonstrasi seniman itu diterima unsur pimpinan DPRD Ponorogo beserta Penjabat Bupati Ponorogo Maskur.

""Kami tidak terima dengan pembakaran reog yang dilakukan di KJRI Davao beberapa waktu yang lalu. Tuntutan kami, yakni mereka segera meminta maaf kepada warga Ponorogo sebagai pemilik kesenian reog ini, kata seniman reog perwakilan Komunitas Pandemen Reyog (Kompag) Ponorogo, Grendo, seperti dikutip Madiunpos.com dari dinding fanpage Facebook Semua Tentang Ponorogo, Selasa.

Pemeriksaan Reog
Sementara itu, Juru Bicara Kementerian Luar Negeri Arrmanatha Nasir mengatakan pihaknya tengah melakukan pemeriksaan internal terkait pembakaran reog di Konsulat Jenderal RI di Davao Filipina. ""Pada intinya, telah ada statement [pernyataan] resmi dari KJRI Davao tentang masalah reog tersebut dan Kemlu juga ada proses internal untuk memastikan karena barang tersebut merupakan aset instansi negara, kata Arrmanatha Nasir di Jakarta, seperti dikabarkan Kantor Berita Antara, Minggu (8/11/2015).

Pada 20 Oktober 2015 lalu, KJRI Davao mengeluarkan pernyataan resmi bahwa pemusnahan reog Ponorogo dengan cara dibakar tersebut dilakukan karena kondisinya telah rusak dan dimakan rayap. Namun, dalam foto-foto yang beredar secara viral dan bahkan telah disebarluaskan oleh media online lokal, Bitung News, memperlihatkan adanya ritual tertentu sebelum pembakaran.

Dalam Kondisi Baik
Dalam salah satu foto juga tampak bahwa sebelum dibakar, reog Ponorogo tersebut disimpan dalam lemari kaca dan tampak dalam kondisi yang baik. Selain reog, dalam foto yang lainnya tampak oknum KJRI Davao melepaskan ornamen naga pada set gamelan dan kemudian membakarnya.

Terkait hal tersebut, Arrmanatha menyampaikan Kemlu akan melakukan pemeriksaan sesuai proses-proses yang sesuai dengan pakem yang ada. ""Secara periodik memang ada pemeriksaan secara internal, ujar dia.

Reaksi di dalam negeri terkait pembakaran reog Ponorogo di KJRI Davao, salah satunya disampaikan Komunitas Reog Jabodetabek. Komunitas tersebut melayangkan surat resmi ke KJRI Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI.

Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko mengatakan pihaknya mengharapkan KJRI Davao selain memberikan penjelasan rinci mengenai pembakaran reog tersebut, juga dapat menyiarkan klarifikasi tentang pembakaran benda-benda kesenian reog itu di sejumlah media nasional.",Valid,"Ribuan seniman Reog Ponorogo menggelar demonstrasi, Selasa (10/11/2015), sebagai bentuk protes atas pembakaran properti reog di Konsulat Jenderal Republik Indonesia (KJRI) Davao di Filipina.

"
"Konjen RI di Davao City, Eko Hartono, mengakui pembakaran perangkat kesenian reog memang dilakukan di Davao City, Flilpina. Penjelasan itu disampaikan Eko saat dimintai klarifikasi melalui surat elektronik.

Dalam suratnya kepada Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko, Eko memberikan alasan bahwa kabar pembakaran sejumlah perangkat kesenian reog oleh pihak staf KJRI setempat adalah benar.

Namun, Konjen Eko Hartono sebagaimana dikutip melalui pesan elektronik yang diterima Agus, menyebutkan, pembakaran terpaksa dilakukan karena alat kesenian yang telah berusia 30 tahun tersebut kondisinya sudah rusak dan dimakan rayap.

""Bapak Eko selaku Konjen RI di Davao malah mengatakan jika mereka bersykur karena bisa berkomunikasi (melalui e-mail) dengan komunitas reog di Indonesia sehingga bisa meminta masukan untuk pengadaan sejumlah perangkat kesenian reog yang baru di sana,"" ungkap Agus.

Namun, Agus mengatakan, masyarakat pencinta dan pelaku seni reog di Tanah Air masih membutuhkan penjelasan secara resmi dan terbuka yang bisa dibaca di media nasional agar tidak terus memicu kekecewaan atau bahkan kemarahan masyarakat komunitas reog di Indonesia.

""Surat kedua yang kami ajukan di atas lebih menjadi cermin keterkejutan dan kekecewaan masyarakat Indonesia, khususnya komunitas seniman reog di Tanah Air atas peristiwa pembakaran benda-benda untuk kesenian reog tersebut,"" ujarnya.

Ahad (1/11), muncul berita-berita juag menyebar di sejumlah media sosial pemberitaan mengenai pembakaran sejumlah properti kesenian reog, seperti gayor, topeng dadak merak serta tempat gamelan kepala naga muncul di sejumlah media online disertai foto pembakaran topeng dadak merak. Pembakaran diduga dilakukan di halaman sebuah rumah yang juga sebagai kantor KJRI di Davao City, Filipina. ",Valid,"Konjen RI di Davao City, Eko Hartono, mengakui pembakaran perangkat kesenian reog memang dilakukan di Davao City, Flilpina."
"Wakoka.Co.Id  Aksi demo digelar hari ini di alun-alun Ponorogo, Selasa (10/11/2015), oleh beberapa elemen masyarakat Ponorogo terdiri dari Seniman Reyog, Komunitas Reyog, Pandemen Reyog serta Paguyupan Warga Ponorogo. Demo ini dilakukan terkait dengan kasus pembakaran reyog di KJRI Davao Filipina pada beberapa saat lalu. Dalam aksi demonya, selain berorasi, pendemo juga membawa serta beberapa grup Reyog untuk meramaikan aksi.

Seperti sudah ramai diberitakan sebelumnya, KJRI Davao pada tanggal 20 oktober 2015 telah membakar perangkat kesenian reyog Ponorogo yang tersimpan di gedung KJRI tersebut. Meskipun KJRI Davao mengeluarkan pernyataan bahwa pemusnahan reog Ponorogo dengan cara dibakar tersebut dilakukan karena kondisinya telah rusak dan dimakan rayap. Namun, dalam foto-foto yang beredar secara viral dan bahkan telah disebar-luaskan oleh media online lokal Bitung News, memperlihatkan adanya ritual tertentu sebelum pembakaran.

Dalam salah satu foto juga tampak bahwa sebelum dibakar, reog Ponorogo tersebut disimpan dalam lemari kaca dan tampak dalam kondisi yang baik. Selain reog, dalam foto yang lainnya tampak oknum KJRI Davao melepaskan ornamen naga pada set gamelan dan kemudian juga membakarnya.

Perwakilan pendemo kemudian ditemui oleh PJ Bupati Ponorogo, dan Ketua DPRD Kabupaten Ponorogo di lantai 2 gedung DPRD Ponorogo untuk menyampaikan aspirasinya. Beberapa perwakilan pendemo kemudian menyampaikan pernyataan sikap yang mengutuk keras pembakaran perangkat kesenian reyog di KJRI Davao. Pendemo juga menuntut pencopotan terhadap oknum-oknum yang terlibat pada peristiwa tersebut serta menuntut pemerintah melalui Dinas pariwisata dan DPRD Ponorogo untuk mengusut tuntas kasus tersebut.

Menanggapi hal tersebut, PJ Bupati Ponorogo, Ir. Maskur, MM menyampaikan bahwa Pemkab telah berkoordinasi dengan Kementerian Luar Negeri (Kemlu). Kemlu akan mengganti perangkat Reyog yang telah dibakar dan saat ini sedang melakukan investigasi terhadap kasus tersebut melalui Tim Khusus.

Sebelumnya, Komunitas Reog Jabodetabek juga telah melayangkan surat resmi ke KJRI Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reyog oleh oknum pejabat KJRI.",Hoax,"Wakoka.Co.Id  Aksi demo digelar hari ini di alun-alun Ponorogo, Selasa (10/11/2015), oleh beberapa elemen masyarakat Ponorogo terdiri dari Seniman Reyog, Komunitas Reyog, Pandemen Reyog serta Paguyupan Warga Ponorogo."
"Konsulat Jenderal Republik Indonesia Davao City, Filipina,
terpaksa memusnahkan reog Ponorogo yang telah menjadi aset sejak 1988 pada 20 Oktober 2015.
Pemusnahan dengan cara dibakar terpaksa dilakukan karena reog Ponorogo sudah
dalam kondisi rusak dan dimakan rayap. 
Dalam rilis yang diterima Metrotvnews.com, Sabtu (31/10/2015),
pembakaran sama sekali bukan merupakan upaya KJRI Davao City untuk
merusak atau menghilangkan reog Ponorogo sebagai aset budaya.
Pemusnahan dilakukan secara hati-hati dan penuh rasa penghormatan sebagai aset budaya. 
KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di
Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru. ",Valid,"Konsulat Jenderal Republik Indonesia Davao City, Filipina,
terpaksa memusnahkan reog Ponorogo yang telah menjadi aset sejak 1988 pada 20 Oktober 2015.
"
"Terus bergulirnya polemik kasus pembakaran perangkat kesenian reog di Konsulat Jenderal Republik Indonsia (KJRI) di Davao City, Filipina, membuat Kementerian luar negeri (Kemenlu) Indonesia akan mengirimkan tim untuk meninjau langsung ke lapangan. Direktur Informasi dan Media Kemenlu Indonesia Siti Sofia Sudarma mengatakan, Kemenlu dalam waktu dekat mengirimkan tim untuk meninjau langsung sekaligus mengklarifikasi pembakaran perlengkapan reog. Kami belum tahu kapan tim akan berangkat ke sana, tetapi yang jelas sesegera mungkin. Tinggal menunggu perintah dari pimpinan, ujarnya kepada Republika, Selasa (3/11). Dia menegaskan, mengklarifikasi persoalan ini penting untuk dilakukan karena banyak pihak yang ingin mempertanyakannya, termasuk Paguyuban Reog Jabodetabek. Meski demikian, Kemenlu telah mengklarifikasi ke Konjen RI di Davao City melalui telepon. Pihak Konjen, kata dia, mengakui melakukan pembakaran itu. Pembakaran terpaksa dilakukan karena alat kesenian yang telah berusia 30 tahun tersebut kondisinya sudah rusak dan dimakan rayap, ujarnya mengutip pernyataan pihak Konjen. Pihaknya berjanji  akan segera mengklarifikasi dan menyelesaikannya",Valid,"Terus bergulirnya polemik kasus pembakaran perangkat kesenian reog di Konsulat Jenderal Republik Indonsia (KJRI) di Davao City, Filipina, membuat Kementerian luar negeri (Kemenlu) Indonesia akan mengirimkan tim untuk meninjau langsung ke lapangan."
"Pembakaran reog Ponorogo oleh Konsulat Jenderal Republik Indonesia (KJRI) di Davao City, Filipina, dinilai bukan masalah sepele. Pihak konjen seharusnya tidak membakar reog meskipun dengan alasan sudah rusak akibat termakan usia.  Ketua Paguyuban Reog Ponorogo se-Indonesia, Begug Purnomosidi mengatakan seharusnya sebelum dibakar, pihak konjen memikirkannya terlebih dahulu. Yang dibakar itu apa, ini kan kebudayaan sendiri, jangan sampai dibakar apalagi sampai disebarluaskan. Ini penghinaan, ujarnya kepada Republika.co.id, Senin (2/11). Tindakan tersebut konon dikait-kaitkan dengan pemusnahan berhala. Meski hal ini telah dibantah oleh KJRI, namun pembakaran tersebut tetap meninggalkan kekecewaan tersendiri bagi para pecinta reog. Itu sama saja orang Indonesia di luar negeri menghina budayanya sendiri, tidak benar itu, kata dia. Begug dan kawan-kawan hari ini baru mendarat di Jakarta. Rencananya besok, mereka akan menemui pihak Kementerian Luar Negeri (Kemenlu) untuk menyelesaikan permasalahan ini. Awalnya, pecinta seni Reog Ponorogo di daerah ingin berbondong-bondong pergi ke Jakarta menyampaikan kekecewaannya pada Kemenlu. Namun niat itu dicegah oleh Begung. Sebaiknya diselesaikan secara intern dengan Kemenlu. Kalau dipermasalahkan bisa panjang ceritanya, kata dia. Paguyuban Reog Ponorogo se-Indonesia ingin Menlu bisa mengambil tindakan terhadap anak buahnya. Kami ingin Ibu Menlu menertibkan orang-orang Indonesia di luar negeri, terutama anak buahnya untuk menghargai bangsa. Jangan malah menohok dari dalam, ujar Begug.REPUBLIKA.CO.ID, JAKARTA  Pembakaran reog Ponorogo oleh Konsulat Jenderal Republik Indonesia (KJRI) di Davao City, Filipina, dinilai bukan masalah sepele. Pihak konjen seharusnya tidak membakar reog meskipun dengan alasan sudah rusak akibat termakan usia. Ketua Paguyuban Reog Ponorogo se-Indonesia, Begug Purnomosidi mengatakan seharusnya sebelum dibakar, pihak konjen memikirkannya terlebih dahulu. Yang dibakar itu apa, ini kan kebudayaan sendiri, jangan sampai dibakar apalagi sampai disebarluaskan. Ini penghinaan, ujarnya kepada Republika.co.id, Senin (2/11).  Tindakan tersebut konon dikait-kaitkan dengan pemusnahan berhala. Meski hal ini telah dibantah oleh KJRI, namun pembakaran tersebut tetap meninggalkan kekecewaan tersendiri bagi para pecinta reog. Itu sama saja orang Indonesia di luar negeri menghina budayanya sendiri, tidak benar itu, kata dia. Begug dan kawan-kawan hari ini baru mendarat di Jakarta. Rencananya besok, mereka akan menemui pihak Kementerian Luar Negeri (Kemenlu) untuk menyelesaikan permasalahan ini. Awalnya, pecinta seni Reog Ponorogo di daerah ingin berbondong-bondong pergi ke Jakarta menyampaikan kekecewaannya pada Kemenlu. Namun niat itu dicegah oleh Begung. Sebaiknya diselesaikan secara intern dengan Kemenlu. Kalau dipermasalahkan bisa panjang ceritanya, kata dia. Paguyuban Reog Ponorogo se-Indonesia ingin Menlu bisa mengambil tindakan terhadap anak buahnya. Kami ingin Ibu Menlu menertibkan orang-orang Indonesia di luar negeri, terutama anak buahnya untuk menghargai bangsa. Jangan malah menohok dari dalam, ujar Begug.",Hoax,"Pembakaran reog Ponorogo oleh Konsulat Jenderal Republik Indonesia (KJRI) di Davao City, Filipina, dinilai bukan masalah sepele."
"Komunitas paguyuban kesenian reog ponorogo Jabodetabek, Senin (2/11) menemui pejabat Kementerian Luar Negeri (Kemenlu) Indonesia untuk menanyakan pembakaran perangkat reog di Konsulat Jenderal Republik Indonsia (KJRI) di Davao City, Filipina.

Direktur Informasi dan Media Kemenlu Indonesia Siti Sofia Sudarma mengatakan, sebanyak enam pengurus reog Ponorogo menemui pihaknya menyampaikan kekecewaannya terkait pembakaran tersebut.

Dalam pertemuan itu, komunitas juga menyampaikan pembakaran itu melukai perasaan komunitas reog Ponorogo dan bentuk perusakan aset budaya yang menjadi warisan budaya indonesia.

Mereka juga memberikan surat ke Menlu dan meminta Kemenlu klarifikasi kasus ini, mulai dari kronologi, motif, hingga pelakunya. Kami menampung semua keprihatinan mereka dan akan menyampaikan surat tersebut ke ibu Menlu (Retno Marsudi), katanya kepada Republika.co.id, Selasa (3/11).

Siti mengaku sebenarnya telah mengklarifikasi ke Konjen RI di Davao City melalui telepon. Pihak Konjen, kata dia, mengakui melakukan pembakaran itu. Dia menambahkan, pembakaran terpaksa dilakukan karena alat kesenian yang telah berusia 30 tahun tersebut kondisinya sudah rusak dan dimakan rayap.

Ketika Siti mengatakan alasannya, salah satu anggota komunitas yang mendonasikan perlengkapan tersebut ke KJRI membantahnya.

Anggota komunitas tersebut mengatakan, perlengkapan itu buatan 2007 dan dinilai belum terlalu rapuh. Siti dalam waktu dekat mengirimkan tim untuk meninjau langsung ke lapangan. Langkah ini sekaligus mengklarifikasi pembakaran perlengkapan reog.

""Kami belum tahu kapan tim akan berangkat ke sana, tetapi yang jelas sesegera mungkin. Tinggal menunggu perintah dari pimpinan,"" ujarnya.",Hoax,"Komunitas paguyuban kesenian reog ponorogo Jabodetabek, Senin (2/11) menemui pejabat Kementerian Luar Negeri (Kemenlu) Indonesia untuk menanyakan pembakaran perangkat reog di Konsulat Jenderal Republik Indonsia (KJRI) di Davao City, Filipina.

"
"Komunitas Reog Jabodetabek melayangkan surat resmi ke Konsulat Jenderal RI di Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI.

""Kami ingin mendapat penjelasan secara resmi dan tertulis, karena dalam klarifikasi sebelumnya pihak KJRI membenarkan kabar tersebut dengan dalih alat kesenian dimaksud sudah rusak,"" kata Sekjen Paguyuban Reog Jabodetabek (Jakarta, Bogor, Depok, Tangerang dan Bekasi) Agus Setiyoko, Senin (2/11).

Agus mengungkapkan ada tiga poin permohonan klarifikasi yang mereka ajukan ke pihak KJRI Davao, Filipina.

Pertama, meminta penjelasan secara resmi dan tertulis terkait kasus pembakaran perangkat kesenian reog yang dilakukan pihak KJRI Davao, Filipina.

Selain penjelasan tertulis, lanjut Agus, dalam poin kedua pihaknya juga mempertanyakan penyebarluasan berita pembakaran perangkat kesenian reog itu di sejumlah media online yang menyebut alasan pembakaran karena dianggap berhala.

Poin terakhir yang tidak kalah penting, lanjut Agus, yakni pemintaan kepada pihak KBRI ataupun KJRI di Davao City, Filipina untuk memuat atau menyiarkan klarifikasi atas isu pembakaran benda-benda kesenian reog itu di sejumlah media nasional.

""Kami juga menuntut pihak KJRI ataupun melalui Kedutaan Besar RI di Filipina agar meminta hak klarifikasi kepada media-media yang mengangkat pemberitaan itu untuk menghindari kesimpangsiuran kabar yang berkembang di Tanah Air,"" ujarnya.

Surat yang ditulis dengan kop Paguyuban Reyog Jabodetabek Nomor 023/PRPJ/X/2015 itu tidak hanya dikirim melalui pesan elektronik ke KJRI di Davao City, tetapi juga ditembuskan ke Kementerian Luar Negeri RI, dan Bupati Ponorogo.

Secara terpisah, Konjen RI di Davao City, Eko Hartono, yang sempat dimintai klarifikasi melalui surat elektronik, memberikan balasan melalui pesan elektronik serupa bahwa kabar pembakaran sejumlah perangkat kesenian reog oleh pihak staf KJRI setempat adalah benar.

Namun, Konjen Eko Hartono sebagaimana dikutip melalui pesan elektronik yang diterima Agus Setiyoko, pembakaran terpaksa dilakukan karena alat kesenian yang telah berusia 30 tahun tersebut kondisinya sudah rusak dan dimakan rayap.

""Bapak Eko selaku Konjen RI di Davao malah mengatakan jika mereka bersykur karena bisa berkomunikasi (melalui email) dengan komunitas reog di Indonesia sehingga bisa meminta masukan untuk pengadaan sejumlah perangkat kesenian reog yang baru di sana,"" ungkap Agus.

Namun, Agus mengatakan, masyarakat pecinta dan pelaku seni reog di Tanah Air masih membutuhkan penjelasan secara resmi dan terbuka yang bisa dibaca di media nasional agar tidak terus memicu kekecewaan atau bahkan kemarahan masyarakat komunitas reog di Indonesia.

""Surat kedua yang kami ajukan di atas lebih menjadi cermin keterkejutan dan kekecewaan masyarakat Indonesia, khususnya komunitas seniman reog di Tanah Air atas peristiwa pembakaran benda-benda untuk kesenian reog tersebut,"" ujarnya.

Koresponden Antara melaporkan pemberitaan mengenai pembakaran sejumlah properti kesenian reog seperti gayor, topeng dadak merak serta tempat gamelan kepala naga muncul di sejumlah media online disertai foto pembakaran topeng dadak merak di halaman sebuah rumah yang didiuga sebagai kantor KJRI di Davao City, Filipina.",Valid,"Komunitas Reog Jabodetabek melayangkan surat resmi ke Konsulat Jenderal RI di Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI.

"
"Paguyuban Reog Ponorogo se-Indonesia menilai pembakaran reog yang dilakukan Konsulat Jenderal Republik Indonersia (KJRI) di Davao City, Filipina, tidak dapat dibenarkan. Pasalnya masih ada cara lain yang bisa diambil menghadapi reog yang telah usang tersebut.

""Kalau usianya sudah tua, apa tidak bisa dimasukkan ke museum untuk pembelajaran, mestinya kan begitu, kata Ketua Paguyuban Reog Ponorogo se-Indonesia, Begug Purnomosidi saat dihubungi Republika.co.id, Senin (2/11). 

Bangsa Indonesia hendaknya menghargai kesenian dan kebudayaannya sendiri. Negara tetangga, Begug mengatakan, ingin menjadikan Reog Ponorogo sebagai keseniannya. ""Kita yang punya Reog Ponorogo malah begitu, ini kan tidak pas, ujarnya. Paguyuban akan segera mencari tahu apa alasan sebenarnya dan pertanggungjawaban apa yang diberikan Kementerian Luar Negeri terkait kejadian ini. ""Kami merasa tidak nyaman, yang jelas tersinggung, kata dia.

Besok, Begug dan rekan-rekannya akan menemui pihak Kementerian Luar Negeri untuk memperjelas permasalahnya. Selain itu pihak KJRI Davao City harus meminta maaf kepada bangsa Indonesia, khususnya para pecinta Reog Ponorogo atas tindakan yang dilakukannya.  

Begug sendiri mengetahui peristiwa pembakaran tersebut dari kawannya dan Youtube pada Sabtu (31/10). Dia berharap Reog Ponorogo dapat diakui secara internasional sebagai warisan budaya Indonesia sehingga tidak diakui oleh negara lain. ""Kami akan berjuang agar reog Ponorogo diakui Unesco sebagai warisan bangsa, sama seperti batik, ujarnya.",Hoax,"Paguyuban Reog Ponorogo se-Indonesia menilai pembakaran reog yang dilakukan Konsulat Jenderal Republik Indonersia (KJRI) di Davao City, Filipina, tidak dapat dibenarkan."
"Metrotvnews.com, Jakarta: Sebuah reog Ponorogo di Konsulat Jenderal Republik Indonesia di Davao City, Filipina, dimusnahkan dengan cara dibakar pada 20 Oktober 2015. KJRI Davao City menegaskan pembakaran ini bukan upaya merusak atau menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan dilakukan secara hati-hati dan penuh rasa hormat. ""Saya sudah cek Davao. Reog dan kepala naga tersebut rusak dan dipenuhi rayap,"" kata Menteri Luar Negeri Retno Marsudi via juru bicara Arrmanatha Nasir kepada Metrotvnews.com, Sabtu (31/10/2015). ""Jadi, tidak ada maksud memusnahkan benda budaya dan tidak ada kaitannya dengan berhala,"" sambungnya. Saat ini KJRI Davao City tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru.",Valid,"Metrotvnews.com, Jakarta: Sebuah reog Ponorogo di Konsulat Jenderal Republik Indonesia di Davao City, Filipina, dimusnahkan dengan cara dibakar pada 20 Oktober 2015."
"Analisis Budayawan Agung Begawan Prabu: Tidak ada rayap atau keropos. Seorang Wanita berdoa dalam agama tertentu, pembakaran sama sekali tidak ada kaitan dengan upaya pengusiran berhala atau makhluk halus, adalah BOHONG. Seorang Wanita mendukung doa no.2 Mengiringi pujian/ doa dalam rangka pemusnahan benda yang tak diperkenan di mata Tuhan. Bitungnews  Gelombang protes atas kasus pembakaran Reog Ponorogo dan hiasan gamelan naga di Konsulat Jenderal Republik Indonesia (KJRI) Davao, Filipina, terjadi di dalam negeri dan luar negeri. Komunitas Reog Ponorogo (KRP) se-Jabodetabek, menggelar aksi protes di depan Kantor Kementerian Luar Negeri. Demikian juga di Ponorogo, daerah asal dari budaya dan kesenian eksotis tersebut.Ratusan orang seniman Reog Ponorogo menggelar pertunjukan Reog di Alun-Alun Kabupaten Ponorogo, serta dilanjutkan ke kantor DPRD setempat. Di Luar Negeri, terutama di Davao City, Filipina Selatan, WNI yang menetap di negeri Packman tersebut, menggalang petisi mendesak Kementerian Luar Negeri, untuk menindak pelaku pembakaran aset KJRI (LP) di House of Indonesia (HOI). Karena hingga kini tim fact finding kasus pembakaran reog dan Kementerian Luar Negeri belum membeberkan hasil investigasi. Kami tidak tahu kedatangan Tim pencari fakta dari Kementerian Luar Negeri di Davao, tapi kabarnya pada 10 nopember lalu, anehnya tak satupun WNI yang didatangi oleh tim tersebut, kata seorang WNI di Davao. juru bicara Kemlu Arrmanatha Nasir,seperti dikutip dari merdeka.com, pemeriksaan terhadap KJRI Davao menyangkut kepemilikan alat-alat yang dibakar. Sebagai inventaris yang sumbernya APBN, titipan, hibah atau milik pribadi. Kementerian Luar Negeri juga tidak menjamin hasil pemeriksaan akan dipublikasikan. KJRI Davao sebelumnya membantah pembakaran reog dan ornamen gamelan kepala naga, bukan karena ritual agama tertentu untuk mengusir setan. Namun karena Reog dan kepala naga telah dimakan rayap. Budayawan Magelang, T. Agung Nugroho yang lebih dikenal dengan Agung Begawan Prabu, mempelopori petisi di situs change.org, untuk save reog, stop pembodohan publik. Petisi tersebut ditujukan kepada Menteri Luar Negeri, Presiden RI, Menteri Pendidikan dan Kebudayaan, serta KJRI Davao. Hinggga hari ini, Rabu 2/12/2015, petisi telah ditandangani 1326 pendukung. Meredam aksi protes WNI di Filipina dan di Dalam Negeri, kabarnya KJRI Davao akan menggelar pertunjukan reog, pada 10 Desember 2015. Grup Reog dari Polres Ponorogo akan dipilih untuk tampil di Davao, Filipina.",Valid,Analisis Budayawan Agung Begawan Prabu: Tidak ada rayap atau keropos.
"Menteri Luar Negeri RI, Retno LP Marsudi memastikan kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar. Reog dan hiasan gamelan berupa kepala naga dibakar karena sudah rusak dan penuh dengan rayap, ujar Retno melalui pesan singkat, Sabtu, 31 Oktober 2015. Sebagai informasi, beberapa media sempat mempublikasikan berita yang menyebutkan bahwa pejabat di KJRI Davao membiarkan oknum membakar hasil budaya bangsa Indonesia tersebut karena dianggap menyembah berhala. Dilaporkan bahwa Reog dan hiasan kepala naga tersebut dibakar pada tanggal 20 Oktober 2015 di halaman kantor KJRI Davao dengan bantuan dua orang satpam. Reog sudah rusak jadi tidak ada kaitannya dengan anggapan menyembah berhala, kata Retno.",Valid,"Menteri Luar Negeri RI, Retno LP Marsudi memastikan kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar."
"Sebanyak 18 anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) di Jalan Pejambon, Jakarta Pusat, Senin (2/11/2015). Kedatangan mereka untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Filipina.
Mereka membawa 2 dadak merak, barong, dan gayor bergambar ular naga, spanduk bertuliskan ""Tindak Tegas Pembakaran Reyog di KJRI Davao Philipina dan surat terbuka untuk Menteri Luar Negeri Retno LP Marsudi.
Kedatangan mereka terkait adanya pembakaran reog yang terjadi di KJRI Davao pada 20 Oktober lalu. Mereka juga menempel gambar yang memperlihatkan pembakaran reyog tersebut.
""Kedatangan kami untuk meminta secara resmi Kementerian Luar Negeri yang menjadi ""atasan KJRI Davao  Filipina untuk menyampaikan informasi dan klarifikasi secara jujur dan transparan terhadap pembakaran property Reyog Ponorogo, kata Ketua KRP, Suyatno kepada wartawan.
Suyatno antara lain didampingi oleh Wakil Ketua KRP Suparno Nojeng, Sekretaris KRP M Syaiful Jihad, Bendahara KRP Agus Susanto, pimpinan grup reyog Singo Wiro Yudho, Eko Prasetyo dan seniman reyog yang pernah tampil di Davao Philipina pada tahun 2005, Suyono Gendon.
Setelah menunggu beberapa lama, 6 orang perwakilan KRP diterima Siti Sofia Sudarma, Direktur Informasi dan Media Kementerian Luar Negeri pukul 10.20 WIB. Selama 30 menit mereka melakukan pertemuan dan hasilnya pihak Kemlu berjanji akan mencari informasi terkait peristiwa tersebut dengan membentuk tim ke KJRI Davao dalam waktu dekat.
""Tim tersebut akan mengklarifikasi lebih lanjut kejadian tersebut dan hasilnya nanti akan kami sampaikan kepada KRP, ucap Sofia.
Sebelumnya, muncul pemberitaan dan foto pembakaran properti kesenian reyog seperti gayor, topeng dadak merak serta tempat gamelan kepala naga muncul di sejumlah media online disertai foto pembakaran topeng dadak merak. Pembakaran diduga dilakukan di halaman sebuah rumah yang juga sebagai kantor KJRI di Davao City, Filipina. Dalam kabar yang juga tersebar di media sosial ditulis bahwa alasan pembakaran karena menganggap properti itu sebagai berhala.
Adapun KJRI Davao dalam situsnya membenarkan telah memusnahkan reyog Ponorogo pada 20 Oktober 2015 lalu. Aset sejak tahun 1988 itu dibakar karena sudah dalam kondisi rusak dan dimakan rayap. KJRI Davao sedang mengupayakan agar ada pengganti yang baru.
""Pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus,",Valid,"Sebanyak 18 anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) di Jalan Pejambon, Jakarta Pusat, Senin (2/11/2015)."
