berita,tagging,judul_berita
"Sudah sejak lama isu Bulu Babi dijadikan bahan untuk sikat gigi, namun hingga saat ini masih banyak yang belum mengetahuinya. Oleh karenanya dalam tulisan ini akan dipaparkan persoalan tersebut.

Maraknya Isu Bulu Babi

Sekitar tahun 2009 isu nya sempat beredar namun redup karena tidak ditemukannya fakta. Pada tahun 2012 isu tersebut sempat mencuat kembali, namun hanya dikalangan tertentu saja. kita dihebohkan dengan munculnya kuas atau sikat gigi yang berbahan dari bulu babi. Sampai-sampai MUI mengeluarkan fatwa haram menggunakan sikat bulu babi. Namun baru-baru ini muncul kembali info sikat gigi yang berbahan bulu babi. Informasi khususnya kaum Muslim agar lebih teliti dalam memilih sikat gigi, karena ada produk pembersih gigi yang menggunakan bahan dari yang tidak halal.

Ciri-ciri Sikat Gigi Bulu Babi

Dari informasi yang diberikan produsen sendiri memang disebutkan bahwa ada sikat gigi yang berasal dari bulu babi. Memang sikat gigi seperti ini sangat jarang dijumpai di Indonesia. Tetapi di luar negeri sikat gigi bulu babi tersebut sudah cukup banyak, dengan harga yang cukup mahal. Konon sikat gigi yang berasal dari bulu babi tersebut justru lebih lembut. Cara membedakan bulu babi dengan bahan sintetik/plastic adalah dengan cara membakarnya. Jika dibakar dengan api berbau seperti tanduk terbakar, maka ia berasal dari bulu atau rambut binatang, biasanya babi. Sedangkan bahan plastic tidak menghasilkan bau. ( Jurnal HALAL No. 62/X/2006)

Kenali Produk Sebelum Membeli

Pembaca yang budiman bisa melakukan pengecekan terhadap sikat gigi yang akan dibeli, bila ada tulisan Bristle pada kemasan, maka berarti sikat gigi tersebut mengandung Bulu Babi.

Bristle berarti Pig Hair alias Bulu Babi

Jadi periksa kembali kemasan sikat gigi Anda saat membeli. Demikian juga pada kuas (pengoles roti), Biasanya tertulis Bristle, Pure Bristle, 100% China Bristle.

Sekali lagi pastikan kemasannya jika dari bristles, maka terbuat dari bulu babi. Silahkan untuk membuktikannya bulu sikatnya dibakar, jika tercium seperti bau rambut terbakar, berarti dari bulu babi. Tapi jika meleleh dan jadi keras berarti dari plastik dan aman digunakan.
slam Melarang Penggunaannya

Bagi umat Muslim, penggunaan bulu babi jelas Haram. Sekecil apapun, material dari babi terlarang untuk dikonsumsi dan untuk aplikasi.

Resiko menggunakannya untuk umat Islam adalah Haram: Ibadah ditolak, Doa tertolak, dan Neraka lebih layak (hadist).

Kegiatan Sehar-hari Terkait Penggunaan Kuas dan Sikat

Dalam kehidupan sehari-hari, kita menggunakan aneka macam kuas untuk merias wajah, melukis, membersihkan debu, mengecat rumah, mengoles loyang kue, hingga mengoles makanan. Seperti ayam bakar, roti, kue, dan aneka daging serta seafood yang dipanggang atau dibakar. Sementara sikat berguna saat menyisir rambut, membersihkan rambut di salon atau pangkas rambut, mencuci baju, dan menggosok lantai.

Apakah Anda tahu, bahwa berasal dari apakah kuas & sikat gigi yang Anda pakai saat ini? Kemungkinan besar adalah berbahan Bulu Babi!

Kuas yang disuplai di Indonesia, umumnya berasal dari China. Kuas impor tersebut diproduksi menggunakan bulu babi, terutama babi hutan yang berbulu lebih banyak. Bulu babi dianggap lebih ekonomis dibanding bulu binatang lain, seperti kambing, tupai, musang, kuda, rakun, unta, dan anjing.

Terdapat istilah nama lain dari Bulu Babi, diantaranya : PIG, BOAR, HOG, BRISTLE HAIR BRUSH.

Beberapa Cara Menghindari Kuas atau Sikat Gigi Berbahan Bulu Babi :

Gunakan Kuas dan Sikat yang 100% alami seperti akar siwak atau berbahan Sintetis, Seperti bahan Nilon. Tersedia kuas cat tembok dan kuas oles makanan, dengan harga yang sedikit lebih mahal. Bahan nilon teksturnya seperti bahan plastik untuk sikat gigi.
Pergunakan alternative selain kuas. Contohnya roller paintuntuk mengecat, spon & cotton buds untuk merias wajah, serta pisau & spatula untuk mengoles makanan.
Waspadai jenis makanan yang proses pemasakannya dan pembersihan alat-alatnya menggunakan kuas Babi.
Ciri-ciri Kuas Bulu Babi, apabila dibakar akan menimbulkan bau yang khas seperti daging yang terbakar.
Biasanya Kuas Bulu Babi dijual berwarna putih dan hitam. Tapi bisa saja produsen memproses pewarnaan dengan cara diputihkan, seolah-olah seperti bulu binatang lain.
 

Semoga Bermanfaat",Hoax,"Sudah sejak lama isu Bulu Babi dijadikan bahan untuk sikat gigi , namun hingga saat ini masih banyak yang belum mengetahui nya ."
"Pesan berantai tentang kewaspadaan terhadap sikat gigi berbahan bulu babi merebak di masyarakat.

Gara-garanya, ada kata bristle pada kemasan sebuah brand sikat gigi global. Pesan itu sebenarnya bukan barang baru.

Pesan tersebut pernah tersebar setahun lalu, tapi kini ramai lagi.

Ayo cek sikat giginya, bila ada tulisan Bristle pada kemasan, maka berarti sikat gigi tersebut mengandung bulu Babi. Bristle berarti pig hair alias bulu babi. Begitu bunyi penggalan pesan yang kembali tersebar lewat aplikasi chatting.

Tak hanya pada sikat gigi, pembuat pesan juga menyarankan agar masyarakat memeriksa kuas pengoles roti. Katanya, di kuas itu biasanya tertulis Bristle, Pure Bristle, 100% China Bristle.

Seperti pada pesan-pesan hoaks lainnya, imbauan itu disertai permintaan untuk membagikan pesan tersebut kepada keluarga dan teman di grup agar lebih banyak orang yang terhindar dari produk tidak halal.

Ternyata si penyebar informasi itu salah paham. Mungkin, ketika menulis pesan tersebut, dia belum ngopi.

Sebab, istilah bristle tidak hanya digunakan untuk bulu babi.",Hoax,Pesan berantai tentang kewaspadaan terhadap sikat gigi berbahan bulu babi merebak di masyarakat .
"Masyarakat Muslim sempat dihebohkan dengan kabar tentang sikat gigi berbahan bulu babi Salah satu penandanya adalah kandungan bahan pembuat sikat gigi, bristle yang tercantum dalam kemasan. Kata bristle tersebut lantas diartikan sebagai bulu babi Alhasil, banyak Muslim menjadi khawatir menggunakan sikat gigi yang beredar di pasaran. Dikutip dari laman halalmui.org LPPOM MUI menjelaskan istilah bristle berarti rambut atau serat yang kaku. Definisi ini merujuk pada Websters Dictionary, sehingga semua rambut kaku, termasuk jenggot kaku, ijuk, daun pinus masuk ke dalam kategori bristle. Dalam dunia industri, bristle memang kerap digunakan sebagai bahan pembuatan kuas dan sikat, termasuk sikat gigi. Bahan bristle bisa berasal dari hewan seperti babi, kuda, kambing, atau serat sintesis seperti nylon dan silikon. Untuk menegaskan bulu apa yang digunakan pada suatu sikat gigi, biasanya istilah bristle akan ditulis dalam nama produk. Sebagai misal, Boar Bristle Brush yang artinya Sikat Bulu Babi. Boar berarti babi hutan atau celeng. Jika mendapati sikat gigi mencantumkan kalimat di atas pada kemasan, maka sikat gigi tersebut dinyatakan haram digunakan. Artinya produk tersebut merupakan sikat yang menggunakan bulu babi hutan. Sikat gigi pun juga bisa menggunakan bulu celeng ini, tulis LPPOM MUI, dikutip dari halalmui.org, Rabu, 2 November 2016. Tetapi, tidak semua sikat gigi tercantum istilah bristle dalam kemasannya pasti berbahan bulu babi. Sudah ada banyak produsen yang menggunakan bulu kuda, kambing, unta, serta serat nylon dan silikon pada produk sikat gigi mereka. Ketika tidak ada informasi sumber bahannya, paling tidak dapat dipakai cara sederhana. Untuk memastikan apakah berbahan bulu hewan atau tidak, cara yang dimaksud adalah dengan membakar bahan tersebut. Jika baunya seperti rambut atau tanduk terbakar, lebih baik tinggalkan saja. Bahan dari plastik atau sabut kelapa tidak mengeluarkan bau khas seperti itu jika dibakar. tulis LPPOM MUI.",Hoax,"Masyarakat Muslim sempat dihebohkan dengan kabar tentang sikat gigi berbahan bulu babi Salah satu penandanya adalah kandungan bahan pembuat sikat gigi, bristle yang tercantum dalam kemasan."
"Beredar kabar di dunia maya bahwa ada produk sikat gigi yang menggunakan bahan bulu babi. Disebutkan agar konsumen muslim berhati-hati terhadap sikat yang pada kemasannya ada tulisan 'bristle' karena itu berarti bulu babi. Benarkah kabar tersebut? Lembaga Pengkajian Pangan Obat-obatan dan Kosmetika Majelis Ulama Indonesia (LPPOM MUI) dalam situs resminya berusaha menjelaskan bahwa bristle bukan selalu berarti bulu babi. Makna kata bristle secara umum dapat berarti semua rambut atau serat yang kaku. ""Rambut, jenggot yang kaku, bisa dikategorikan sebagai bristle. Contoh yang lain adalah ijuk atau daun pinus yang kaku pun bisa disebut sebagai bristle,"" tulis LPPOM MUI dikutip pada Selasa (1/11/2016). ""Salah satu informasi yang bisa dilihat sebagai penanda bahwa sikat atau kuas berasal dari bulu babi adalah dituliskannya sebagai nama produk misalnya 'Boar Bristle Brush'. Boar adalah istilah bahasa Inggris untuk babi hutan atau celeng. Artinya produk tersebut merupakan sikat yang menggunakan bulu babi hutan,"" lanjut LPPOM MUI. drg Eva Fauziah dari Ikatan Dokter Gigi Anak Indonesia (IDGAI) berkomentar bahwa pada sikat gigi di pasaran umumnya, bulu yang digunakan berbahan nylon. Nylon seperti diketahui adalah serat sintetik terbuat dari bahan plastik. ""Bulu sikat gigi biasanya itu dari nylon,"" tegas drg Eva ketika ditemui detikHealth. Bila memang seseorang curiga terhadap suatu produk sikat gigi, ada cara yang dapat dilakukan untuk memastikan apakah sikat terbuat dari bulu hewan atau bahan lain. Cukup bakar ujung sikat dan cium apakah baunya seperti rambut atau tanduk terbakar. ""Jika baunya seperti rambut atau tanduk terbakar, lebih baik tinggalkan saja. Bahan dari plastik atau sabut kelapa tidak mengeluarkan bau khas seperti itu jika dibakar,"" tutup LPPOM MUI. Dalam broadcast yang beredar melalui grup WhatsApp maupun media sosial, disertakan gambar bagian belakang kemasan produk sikat gigi. Namun sepertinya produk itu tidak dipasarkan untuk pasaran Indonesia. Si penyebar broadcast melingkari kata bristles yang ada dalam kemasan sikat gigi tersebut sembari menjelaskan tentang maknanya.",Valid,Beredar kabar di dunia maya bahwa ada produk sikat gigi yang menggunakan bahan bulu babi.
"Pesan berantai tentang kewaspadaan adanya sikat gigi berbahan bulu babi merebak di masyarakat. Gara-garanya, ada kata bristle pada kemasan sebuah brand sikat gigi global. Pesan itu sebenarnya bukan barang baru. Pesan tersebut pernah tersebar setahun lalu, tapi kini ramai lagi.

Ayo cek sikat giginya, bila ada tulisan Bristle pada kemasan, maka berarti sikat gigi tersebut mengandung bulu Babi. Bristle berarti pig hair alias bulu babi. Begitu bunyi penggalan pesan yang kembali tersebar lewat aplikasi chatting.

Tak hanya pada sikat gigi, pembuat pesan juga menyarankan agar masyarakat memeriksa kuas pengoles roti. Katanya, di kuas itu biasanya tertulis Bristle, Pure Bristle, 100% China Bristle. Seperti pada pesan-pesan hoax lainnya, imbauan itu disertai permintaan untuk membagikan pesan tersebut kepada keluarga dan teman di grup agar lebih banyak orang yang terhindar dari produk tidak halal.

Ternyata si penyebar informasi itu salah paham. Mungkin, ketika menulis pesan tersebut, dia belum ngopi. Sebab, istilah bristle tidak hanya digunakan untuk bulu babi. Menurut situs resmi Lembaga Kajian Pangan Obat-obatan dan Kosmetika Majelis Ulama Indonesia (MUI), istilah bristle secara leksikal adalah a short, stiff hair, dan fiber. Jadi, semua serat rambut yang kaku bisa disebut bristle.

Di dunia industri, bristle memang digunakan untuk bahan pembuat kuas atau sikat (termasuk sikat gigi). Namun, tidak semua berasal dari bulu babi. Bristle untuk kuas dan sikat bisa bersumber dari bulu hewan. Baik babi, kambing, kuda, maupun unta.

Selain dari bulu hewan, untuk keperluan industri, bristle juga bisa berasal dari bahan sintetis, baik nilon maupun silikon. Serat tanaman juga pernah digunakan sebagai bahan kuas atau sikat. Serat itu biasa dikenal dengan ijuk.

MUI memang tegas menyatakan, jika kuas atau sikat menggunakan bahan bulu babi, haram hukumnya. Tapi, biasanya produsen menuliskan dengan detail bahan baku bulu yang digunakan. Biasanya, untuk sikat atau kuas dengan bahan bulu babi, ditulis boar bristle brush. Boar sendiri merupakan istilah bahasa Inggris yang merujuk pada babi hutan.

Mengenali bahan baku kuas atau sikat gigi memang tidak mudah. Namun, Anda bisa memastikan apakah bulunya berasal dari bulu hewan atau bahan sintetis dengan cara sedikit membakarnya. Jika tercium bau rambut, bisa dipastikan bulu itu berasal dari hewan. Kalau dari bahan sintetis atau sabut kelapa, baunya akan berbeda.

Merujuk pada sejumlah sumber, penggunaan bulu pada sikat gigi kali pertama dilakukan orang Tiongkok pada abad ke-15. Saat itu digunakan bulu yang terdapat pada leher babi. Sikat itu kemudian dibawa ke pasar Eropa. Tapi, orang Eropa lebih senang dengan bulu kuda karena lebih lembut.

Sikat gigi modern pertama dikenalkan oleh William Addis di Inggris sekitar 1780. Pegangannya diukir dari tulang sapi. Bagian bulunya masih terbuat dari bulu babi, bentuknya hanya satu baris besar. Selanjutnya, pada 1844, dirancang sikat gigi dengan bulu sebanyak tiga baris.

Teknologi modern pun akhirnya menemukan nilon bisa dijadikan bulu pada sikat. Teknologi tersebut diperkenalkan pada 1938. Sejak 1950, industri sikat gigi lebih banyak menggunakan bulu dari nilon. Jadi, jangan buru-buru menganggap tulisan bristle dalam kemasan sikat gigi Anda sebagai bulu babi.

FAKTA
Tulisan bristle pada kemasan sikat gigi bukan berarti bulu babi. Hampir semua produk sikat gigi saat ini sudah menggunakan bahan sintetis.",Valid,Pesan berantai tentang kewaspadaan adanya sikat gigi berbahan bulu babi merebak di masyarakat .
"Kebersihan gigi merupakan faktor utama dalam menjaga kesehatan gigi dan mulut Anda diharuskan untuk membersihkan gigi menggunakan sikat gigi setidaknya dua kali sehari yakni usai makan dan sebelum tidur Waspada, Heboh Isu Sikat Gigi Yang Terbuat Dari Bulu Babi Baru-baru ini, beredar kabar yang cukup menghebohkan terkait sikat gigi Beberapa produk sikat gigi disebut menggunakan bulu babi sebagai bahan utamanya Salah satu akun di jejaring sosial Facebook mengunggah satu merek sikat dan menuliskan jika sikat gigi tersebut berasal dari bulu babi Bahkan, statusnya tersebut sudah dibagikan lebih dari 1000 kali oleh teman-temannya Akun dengan nama Hamirudin Hamzah mengatakan, jika ia ditegur kasir salah satu toko swalayan bahwa sikat gigi yang dibelinya mengandung bulu babi Di dalam komposisi sikat gigi tersebut ada kata Bristles, yang merupakan bulu salah satu binatang Namun ada akun bernama Mindy Chin, yang lebih menjelaskan apa itu bristles Ia menuliskan: Ini sangat lucu sekali Bristles adalah salah satu komposisi sikat gigi, tetapi tidak semuanya berasal dari babi, bisa saja dari hewan lainnya, Rabu (5/10/2016) Oleh karenanya, tidak semua sikat gigi yang kita gunakan berasal dari bulu babi Namun tetap, sebagai seorang muslim Anda perlu waspada dan memilih sikat gigi yang benar-benar halal",Valid,"Kebersihan gigi merupakan faktor utama dalam menjaga kesehatan gigi dan mulut Anda diharuskan untuk membersihkan gigi menggunakan sikat gigi setidaknya dua kali sehari yakni usai makan dan sebelum tidur Waspada, Heboh Isu Sikat Gigi Yang Terbuat Dari Bulu Babi Baru-baru ini, beredar kabar yang cukup menghebohkan terkait sikat gigi Beberapa produk sikat gigi disebut menggunakan bulu babi sebagai bahan utamanya Salah satu akun di jejaring sosial Facebook mengunggah satu merek sikat dan menuliskan jika sikat gigi tersebut berasal dari bulu babi Bahkan, statusnya tersebut sudah dibagikan lebih dari 1000 kali oleh teman-temannya Akun dengan nama Hamirudin Hamzah mengatakan, jika ia ditegur kasir salah satu toko swalayan bahwa sikat gigi yang dibelinya mengandung bulu babi Di dalam komposisi sikat gigi tersebut ada kata Bristles, yang merupakan bulu salah satu binatang Namun ada akun bernama Mindy Chin, yang lebih menjelaskan apa itu bristles Ia menuliskan: Ini sangat lucu sekali Bristles adalah salah satu komposisi sikat gigi, tetapi tidak semuanya berasal dari babi, bisa saja dari hewan lainnya, Rabu (5/10/2016) Oleh karenanya, tidak semua sikat gigi yang kita gunakan berasal dari bulu babi Namun tetap, sebagai seorang muslim Anda perlu waspada dan memilih sikat gigi yang benar-benar halal"
"BEREDAR informasi di dunia media sosial tentang sikat gigi berbahan dasar bulu babi sehingga menimbulkan kecemasan bagi para nitizen yang telah menerima pesan tersebut. Penjelasan tentang bahan dasar bulu babi yang digunakan sebagai bulu sikat gigi bermula dari kata bristle pada kemasan sebuah brand sikat gigi global.
Diketahui, pesan yang telah tersebar tersebut berbunyi: Jangan membeli sikat gigi yang ada tulisannya seperti di kemasan ini tepatnya Bristle yang diartikan dalam pesan tersebut adalah Pig Hair alias Bulu Babi! Jadi pereiksa kembali kemasan sikat gigi anda saat membeli.
Tak hanya pada sikat gigi, informasi tersebut juga menyarankan agar masyarakat memeriksa kuas pengoles roti. Yang dijelaskan, di kuas itu biasanya tertulis Bristle, Pure Bristle, 100% China Bristle.
Setelah dilakukan pengecekan melalui beberpa kamus online seperti : http://dictionary.cambridge.org/dictionary/english/bristle
http://www.merriam-webster.com/dictionary/bristle
http://www.oxforddictionaries.com/definition/english/bristle
http://www.thesaurus.com/browse/bristle
Arti kata ""Bristle"" adalah helaian yang halus/tipis dan kokoh/kuat. Sehingga perlu ditegaskan jika informasi yang beredar adalah Hoax atau tidak benar. Selain untuk memastikan apakah bulunya berasal dari bulu hewan atau bahan sintetis dengan cara sedikit membakarnya. 
Jika tercium bau rambut, bisa dipastikan bulu itu berasal dari hewan. Kalau dari bahan sintetis atau sabut kelapa, baunya akan berbeda. Perlu ditambahkan juga saat ini produsen dan konsumen sikat gigi modern sendiri lebih memilih sikat gigi berbahan nylon. ",Valid,BEREDAR informasi di dunia media sosial tentang sikat gigi berbahan dasar bulu babi sehingga menimbulkan kecemasan bagi para nitizen yang telah menerima pesan tersebut.
"Masyarakat dihebohkan oleh produk sikat gigi yang menggunakan bulu babi sebagai bahan dasar yang digunakan untuk membersihkan gigi kita sehari-hari. 
Penggunaan produk itu merujuk tulisan dalam bahasa inggris yakni bristles pada kemasannya.
Seperti yang diterangkan situs Wikipedia produk bristles didapatkan dari turunan babi berupa bulu.

Bulu ini kerap digunakan oleh industri sebagai alat pembersih gigi, sikat toilet alat pembersih rumah tangga.
Penggunaan bagian tubuh babi termasuk bulunya ternyata diharamkan dalam Islam. 

Seperti yang diutarakan oleh Ketua MUI Kota Medan, Muhammad Hatta mengatakan, jika benar sikat gigi tersebut terbuat dari bulu babi, sikat gigi tersebut haram.
""Dalam Al Surah Surah Al Maidah ayat 3 dijelaskan turunan dari babi itu haram. Keharaman ini akan kita telusuri, benar-benar dari bulu babi atau tidak,"" katanya via seluler, Senin (7/3/2016)
Dia menambahkan, jika terbukti MUI akan publikasi kepada masyarakat agar tidak mengunakan sikat gigi tersebut. Selain itu, MUI akan menarik produk tersebut dari pasar.
Berbekal informasi inilah Tribun kemudian menelusuri kebenaran penggunaan bulu babi pada produk pembersih gigi.
Seperti yang terdapat pada minimarket di Jalan Denai, sikat gigi bermerek Or** * jelas-jelas terbuat dari bristles. 
Pada kemasan produk tersebut jelas menerangkan produknya, ""Super thin Bristles"".

Sementara itu, terkait hal ini Dinas Kesehatan Kota Medan melalui Sekretaris Dinas Kesehatan Sumut, Afwan Lubis tidak yakin dengan adanya sikat gigi terbuat dari bulu babi.
""Saya rasa tidak mungkinlah. Tapi gimana ya? Kami bisa komentar kalau ada uji labolatorium dulu. Saat ini belum ada uji labolatorium,"" katanya via seluler, Senin (7/3/2016)
Dia menambahkan, uji labolatorium dilakukan jika ada laporan dari masyarakat mengenai sikat gigi bulu babi tersebut. Jika benar mengandung bulu babi, maka tidak boleh beredar karena ada unsur tidak halalnya.",Valid,"Masyarakat dihebohkan oleh produk sikat gigi yang menggunakan bulu babi sebagai bahan dasar yang digunakan untuk membersihkan gigi kita sehari-hari. 
"
"Pesan berantai tentang kewaspadaan terhadap sikat gigi berbahan bulu babi merebak di masyarakat. karena ada kata bristle pada kemasan sebuah brand sikat gigi global. Pesan itu sebenarnya bukan barang baru. Pesan tersebut pernah tersebar setahun lalu, tapi kini ramai lagi Ayo cek sikat giginya, bila ada tulisan Bristle pada kemasan, maka berarti sikat gigi tersebut mengandung bulu Babi. Bristle berarti pig hair alias bulu babi. Begitu bunyi penggalan pesan yang kembali tersebar lewat aplikasi chatting. Tak hanya pada sikat gigi, pembuat pesan juga menyarankan agar masyarakat memeriksa kuas pengoles roti. Katanya, di kuas itu biasanya tertulis Bristle, Pure Bristle, 100% China Bristle. Seperti pada pesan-pesan hoaks lainnya, imbauan itu disertai permintaan untuk membagikan pesan tersebut kepada keluarga dan teman di grup agar lebih banyak orang yang terhindar dari produk tidak halal. Ternyata si penyebar informasi itu salah paham. Mungkin, ketika menulis pesan tersebut, dia belum ngopi. Sebab, istilah bristle tidak hanya digunakan untuk bulu babi Menurut situs resmi Lembaga Kajian Pangan Obat-obatan dan Kosmetika Majelis Ulama Indonesia (MUI), istilah bristle secara leksikal adalah a short, stiff hair, dan fiber. Jadi, semua serat rambut yang kaku bisa disebut bristle. Di dunia industri, bristle memang digunakan untuk bahan pembuat kuas atau sikat (termasuk sikat gigi). Namun, tidak semua berasal dari bulu babi. Bristle untuk kuas dan sikat bisa bersumber dari bulu hewan. Baik babi, kambing, kuda, maupun unta. Selain dari bulu hewan, untuk keperluan industri, bristle juga bisa berasal dari bahan sintetis, baik nilon maupun silikon. Serat tanaman juga pernah digunakan sebagai bahan kuas atau sikat. Serat itu biasa dikenal dengan ijuk. MUI memang tegas menyatakan, jika kuas atau sikat menggunakan bahan bulu babi, haram hukumnya Tapi, biasanya produsen menuliskan dengan detail bahan baku bulu yang digunakan. Biasanya, untuk sikat atau kuas dengan bahan bulu babi, ditulis boar bristle brush. Boar sendiri merupakan istilah bahasa Inggris yang merujuk pada babi hutan. Mengenali bahan baku kuas atau sikat gigi memang tidak mudah. Namun, Anda bisa memastikan apakah bulunya berasal dari bulu hewan atau bahan sintetis dengan cara sedikit membakarnya. Jika tercium bau rambut, bisa dipastikan bulu itu berasal dari hewan. Kalau dari bahan sintetis atau sabut kelapa, baunya akan berbeda. Merujuk pada sejumlah sumber, penggunaan bulu pada sikat gigi kali pertama dilakukan orang Tiongkok pada abad ke-15. saat itu digunakan bulu yang terdapat pada leher babi. Sikat itu kemudian dibawa ke pasar Eropa. Tapi, orang Eropa lebih senang dengan bulu kuda karena lebih lembut. Sikat gigi modern pertama dikenalkan William Addis di Inggris sekitar 1780 Pegangannya diukir dari tulang sapi. Dan, bagian bulunya masih terbuat dari bulu babi, bentuknya hanya satu baris besar. Selanjutnya, pada 1844, dirancang sikat gigi dengan bulu sebanyak tiga baris. Teknologi modern pun akhirnya menemukan nilon bisa dijadikan bulu pada sikat. Teknologi tersebut diperkenalkan pada 1938. Sejak 1950, industri sikat gigi lebih banyak menggunakan bulu dari nilon.Jadi, jangan buru-buru menganggap tulisan bristle dalam kemasan sikat gigi Anda sebagai bulu babi.",Valid,Pesan berantai tentang kewaspadaan terhadap sikat gigi berbahan bulu babi merebak di masyarakat .
"Beberapa waktu lalu media sosial diramaikan oleh status yang dibagikan seorang nitizen tentang sikat gigi yang diduga dari bulu babi. Yang menjadi perhatian netizen tersebut adalah adanya tulisan bristle di kemasan sikat gigi yang kontan membuat netizen bertanya benarkah sikat gigi tersebut tidak dapat dikatakan sebagai produk halal???
Hal ini bermula dari artikel tentang kuas bulu babi yang beredar sebelumnya, dapat dilihat di situs LPPOM MUI :

Artikel tersebut menyatakan bahwa pada gagang kuas berbulu babi sering tertulis kata : Bristle, PureBristle, 100% China Bristle, dan lain-lain. SALAH SATU makna kata Bristle adalah Pig Hair atau bulu babi (Websters Dictionary) yang berstatus najis apabila basah.

Penggunaan kata SALAH SATU dalam artikel tersebut ternyata salah dipahami sebagian netizen yang menyamaratakan pengertian bristle dengan bulu babi. Padahal apabila kita telusuri lebih lanjut, pengertian bristle itu jauh lebih umum dari sekedar bulu babi. Bristle merupakan serat atau bulu kaku/kuat, baik alami yang berasal dari serat tumbuhan dan rambut binatang atau buatan (sintetis). Dari definisi tersebut maka kata bristle pada kemasan sikat gigi tidak serta merta menjadikan sikat gigi tersebut berasal dari bulu babi. Hal ini berarti sikat gigi tersebut bisa saja berasal dari bulu hewan yang lain, serat tumbuhan atau bahkan dari bulu sintetis.

Apabila kita melihat kembali sejarah dan perkembangan sikat gigi, bulu sikat yang terdapat pada sikat gigi awalnya memang berasal dari bulu babi hutan (Siberia). Namun seiring perkembangan teknologi, pada tahun 1938 sikat gigi sudah mulai diproduksi dengan bulu sikat berbahan nilon yang tetap mendominasi hingga saat ini. Meskipun demikian tidak bisa dipungkiri masih ada sekitar 10% di seluruh dunia produk sikat gigi yang bulu sikatnya berasal dari bulu babi.

Setelah kita memahami definisi bristle yang sesungguhya, lantas bagaimana cara kita mengetahui apakah sikat gigi tersebut berasal dari serat/bulu yang tidak halal? Cara sederhana adalah mencari keterangan di situs resmi produsen sikat gigi tersebut, atau bahkan menanyakan langsung ke pusat layanan konsumen.

Arus informasi di media sosial yang sangat pesat menjadikan kita harus lebih berhati-hati dalam menyebarkan informasi. Apabila kita belum bisa menemukan informasi valid, alangkah baiknya informasi tersebut ditanyakan di forum yang memang berkaitan dengan informasi tersebut. Info mengenai kehalalan suatu produk, tentunya tidak hanya makanan/minuman/kosmetik tetapi juga gaya hidup dan pemikiran, menjadi bagian yang sangat penting dalam kehidupan seorang muslim karena berimbas pada urusan ibadah dan akhirat. Sejatinya urusan halal dan haram bukan hanya tanggung jawab MUI atau pemerintah melainkan urusan kita sebagai umat muslim,.

Oleh karena itu, Halal Corner mengajak kaum muslimin/muslimah untuk bergabung dengan komunitas pejuang halal. Halal Corner merupakansebuah komunitas yang didirikan sebagai wadah untuk berkomunikasi aktif / sharing mengenai berbagai produk halal khususnya di daerah setempat serta memberikan penyuluhan dan pendidikan halal bagi kaum muslim dalam bentuk pelatihan, kampanye halal, serta kegiatan-kegiatan edukatif yang membangun kesadaran masyarakat akan pentingnya produk hala6l.

Mari jadikan halal bagian dari hidup kita.",Valid,Beberapa waktu lalu media sosial diramaikan oleh status yang dibagikan seorang nitizen tentang sikat gigi yang diduga dari bulu babi .
"Badan Narkotika Nasional (BNN) telah merampungkan proses pemeriksaan laboratorium terhadap permen dot yang diduga mengandung zat narkoba.  Berdasarkan hasil pemeriksaan itu, BNN menyatakan, permen dot tidak mengandung narkoba.
""Setelah dilakukan pengujian di Balai Laboratorium Narkoba BNN disimpulkan bahwa sampel permen tersebut negatif, atau tidak mengandung narkotika atau juga bahan psikoaktif lainnya,"" kata Kepala Bagian Humas BNN, Kombes Pol Slamet Pribadi kepada VIVA.co.id, Kamis, 9 Maret 2017.
Slamet mengatakan, selain uji laboratorium, hal lainnya yang memperkuat bahwa permen dot tak mengandung narkoba, yaitu peredarannya yang melalui jalur resmi dan telah mendapat izin edar resmi.
""Beberapa kasus jenis makanan sering dijadikan modus para sindikat narkotika. Namun biasanya produk-produk tersebut dijual secara ilegal dan dengan harga yang tentunya berbeda dari harga pasar,"" ujarnya
Meski begitu, BNN tetap meminta para orang tua untuk selalu mengawasi pergaulan putra putrinya. Begitu juga dengan pihak terkait lain, seperti sekolah, lingkungan RT, lingkungan RW, hingga tokoh agama, tokoh masyarakat, tokoh adat, tokoh pemuda untuk dapat turut membantu mengawasi lingkungan sekitar, agar terhindar dari bahaya penyalahgunaan narkoba
""BNN mengimbau kepada masyarakat agar tetap waspada terhadap berbagai modus peredaran gelap Narkoba yang semakin beragam,"" ujarnya.
Seperti diberitakan sebelumnya, permen dot dalam kemasan botol diduga mengandung narkoba beredar di Kota Surabaya. Permen dot tersebut ditemukan Satuan Polisi Pamong Praja (Satpol PP) Kota Surabaya, saat menggelar razia di 14 kecamatan. Razia digelar setelah ada murid Sekolah Dasar (SD) yang mengalami pusing setelah memakan permen itu. 
Tak hanya di Surabaya, permen dot juga telah beredar di sejumlah kota lain seperti Mojokerto dan
Bekasi, Jawa Barat.",Valid,Badan Narkotika Nasional (BNN) telah merampungkan proses pemeriksaan laboratorium terhadap permen dot yang diduga mengandung zat narkoba.  
